"id","name","road_nr","latitude","longitude","country_code","cost"
"1","Bosrucktunnel","A9","47.616253","14.348729","AT","5"
"2","Gleinalm Tunnel","A9","47.269240","15.104710","AT","8.5"
"3","Katschbergtunnel","A10","47.057005","13.591474","AT","5.5"
"4","Tauerntunnel","A10","47.206409","13.426809","AT","5.5"
"5","Innsbruck_Zenzenhof","A13","47.235147","11.391820","AT","1"
"6","Zenzenhof_Patsch","A13","47.218430","11.394433","AT","1"
"7","Patsch_Stubaital","A13","47.188423","11.401855","AT","1"
"8","Stubaital_Matrei","A13","47.155431","11.441384","AT","1.5"
"9","Matrei_Brennerpass","A13","47.062585","11.479842","AT","4.5"
"10","Arlberg Strassentunnel","S16","47.126089","10.211083","AT","9.5"
"11","Karawankentunnel","A11","46.509720","14.021022","AT","7.2"
"12","M6_1120","M6","53.549542","23.760146","BY","0.44"
"13","M6_1121","M6","53.616078","23.971535","BY","0.55"
"14","M6_1111","M6","53.635885","24.024578","BY","0.12"
"15","M6_1112","M6","53.594873","24.145546","BY","0.59"
"16","M6_1113","M6","53.577792","24.380229","BY","0.73"
"17","M6_1114","M6","53.604894","24.598475","BY","0.48"
"18","M6_184","M6","53.621894","24.712726","BY","0.11"
"19","P99PB_1104","P99","53.117623","23.942750","BY","0.26"
"20","P99_1103","P99","53.118080","24.034246","BY","0.24"
"21","P99_1102","P99","53.128826","24.145810","BY","0.38"
"22","P99_1101","P99","53.138488","24.304902","BY","0.45"
"23","P99_1100","P99","53.141088","24.672322","BY","0.8"
"24","P99_1099","P99","53.138720","24.927819","BY","0.54"
"25","P99_1098","P99","53.110225","25.170999","BY","0.69"
"26","P99_1097","P99","53.058958","25.295763","BY","0.26"
"27","P99_1096","P99","53.055224","25.381229","BY","0.18"
"28","P99_1095","P99","53.047253","25.571644","BY","1.03"
"29","P99_1094","P99","53.035209","25.802826","BY","0.21"
"30","M1_1","M1","52.142497","23.649311","BY","0.35"
"31","M1_2","M1","52.151210","23.686777","BY","0.03"
"32","M1_3","M1","52.139441","23.773572","BY","0.47"
"33","M1_4","M1","52.121481","23.875678","BY","0.14"
"34","M1_5","M1","52.143076","23.987086","BY","0.45"
"35","M1_6","M1","52.176268","24.160206","BY","0.65"
"36","M1_7","M1","52.190747","24.310968","BY","0.16"
"37","M1_8","M1","52.195811","24.411363","BY","0.36"
"38","M1_9","M1","52.266820","24.518754","BY","0.63"
"39","M1_10","M1","52.394781","24.783885","BY","1.32"
"40","M1_11","M1","52.530081","25.045830","BY","0.55"
"41","M1_12","M1","52.646782","25.243305","BY","0.89"
"42","M1_13","M1","52.780100","25.549529","BY","1.06"
"43","M1_14","M1","52.954463","25.720718","BY","1.03"
"44","M1_15","M1","53.101060","25.887101","BY","0.49"
"45","M1_16","M1","53.164968","25.987003","BY","0.32"
"46","M1_17","M1","53.272403","26.302549","BY","1.59"
"47","M1_18","M1","53.410693","26.563582","BY","0.37"
"48","M1_19","M1","53.487315","26.635562","BY","0.41"
"49","M1_20","M1","53.534560","26.772698","BY","0.47"
"50","M1_21","M1","53.552372","26.962942","BY","0.57"
"51","M1_22","M1","53.627530","27.057452","BY","0.28"
"52","M1_23","M1","53.661340","27.138519","BY","0.29"
"53","M1_24","M1","53.693261","27.374350","BY","0.95"
"54","M1_25","M1","53.760126","27.667505","BY","0.82"
"55","M1_26","M1","53.869259","27.919718","BY","0.83"
"56","M1_27","M1","53.969924","28.043851","BY","0.39"
"57","M1_28","M1","53.993747","28.119758","BY","0.07"
"58","M1_29","M1","54.049056","28.424006","BY","1.51"
"59","M1_30","M1","54.224867","28.630525","BY","0.46"
"60","M1_31","M1","54.290415","28.845617","BY","0.85"
"61","M1_32","M1","54.355065","29.134695","BY","0.88"
"62","M1_33","M1","54.417372","29.516792","BY","1.17"
"63","M1_34","M1","54.473457","29.875897","BY","0.54"
"64","M1_35","M1","54.511917","30.133936","BY","0.88"
"65","M1_36","M1","54.582872","30.334061","BY","0.7"
"66","M1_37","M1","54.637410","30.548633","BY","0.6"
"67","M1_38","M1","54.685125","30.814021","BY","0.85"
"68","M7_1118","M7","54.513264","25.785330","BY","0.4"
"69","M7_1093","M7","54.462204","25.875506","BY","0.32"
"70","M7_1091","M7","54.415014","26.033413","BY","0.51"
"71","M7_1090","M7","54.343861","26.196073","BY","0.55"
"72","M7_1089","M7","54.268149","26.303736","BY","0.5"
"73","M7_1088","M7","54.200771","26.365920","BY","0.36"
"74","M7_1087","M7","54.146952","26.522422","BY","0.45"
"75","M7_1086","M7","54.081472","26.691959","BY","0.54"
"76","M6_1056","M6","53.975562","27.067103","BY","1.49"
"77","M6_1055","M6","53.917080","27.323853","BY","0.34"
"78","P1_1119","P1","53.692960","27.209559","BY","0.18"
"79","P1_1116","P1","53.723537","27.260961","BY","0.28"
"80","P1_1115","P1","53.811036","27.410242","BY","0.65"
"81","P23_122","P23","53.811061","27.529654","BY","0.16"
"82","P23_123","P23","53.755265","27.515707","BY","0.27"
"83","P23_124","P23","53.672893","27.495987","BY","0.46"
"84","P23_125","P23","53.612311","27.465195","BY","0.21"
"85","P23_126","P23","53.503230","27.474121","BY","0.7"
"86","P23_127","P23","53.375912","27.498014","BY","0.46"
"87","P23_128","P23","53.264983","27.550070","BY","0.55"
"88","M4_117","M4","53.813754","27.775000","BY","0.11"
"89","M4_48","M4","53.799391","27.804858","BY","0.09"
"90","M4_49","M4","53.761640","27.917800","BY","0.58"
"91","M4_50","M4","53.756617","28.238818","BY","1.12"
"92","M4_51","M4","53.735749","28.503573","BY","0.41"
"93","M4_57","M4","53.794911","28.828158","BY","1.09"
"94","M4_58","M4","53.827288","28.978812","BY","0.08"
"95","M4_59","M4","53.832790","29.022789","BY","0.14"
"96","M4_60","M4","53.872527","29.222120","BY","1.01"
"97","M4_61","M4","53.928944","29.512507","BY","0.69"
"98","M4_62","M4","53.966436","29.734827","BY","0.38"
"99","M4_63","M4","53.983189","29.858820","BY","0.35"
"100","M4_64","M4","53.974151","29.969901","BY","0.31"
"101","M4_65","M4","53.977798","30.080311","BY","0.26"
"102","M4_66","M4","53.960298","30.195914","BY","0.26"
"103","M4_67","M4","53.945430","30.230461","BY","0.15"
"104","M5_52","M5","53.717970","27.865525","BY","0.69"
"105","M5_53","M5","53.612249","28.063440","BY","0.8"
"106","M5_54","M5","53.544760","28.217603","BY","0.26"
"107","M5_68","M5","53.475868","28.376374","BY","0.72"
"108","M5_69","M5","53.369540","28.587646","BY","0.67"
"109","M5_70","M5","53.326920","28.695179","BY","0.16"
"110","M5_71","M5","53.301377","28.780087","BY","0.37"
"111","M5_72","M5","53.266060","28.883363","BY","0.28"
"112","M5_73","M5","53.220450","29.023439","BY","0.41"
"113","M5_85","M5","52.925987","29.988240","BY","0.1"
"114","M5_81","M5","52.892632","30.149784","BY","0.82"
"115","M5_82","M5","52.745372","30.300084","BY","0.66"
"116","M5_83","M5","52.616931","30.466295","BY","0.93"
"117","M5_84","M5","52.498392","30.670325","BY","0.81"
"118","M2_39","M2","53.993825","27.812732","BY","0.42"
"119","M2_40","M2","53.981202","27.933110","BY","0.38"
"120","M2_41","M2","53.917501","27.994243","BY","0.28"
"121","M3_42","M3","53.970829","27.647240","BY","0.04"
"122","M3_43","M3","54.006179","27.657261","BY","0.23"
"123","M3_44","M3","54.040056","27.696335","BY","0.16"
"124","M3_45","M3","54.103973","27.796993","BY","0.67"
"125","M3_46","M3","54.183459","27.817292","BY","0.14"
"126","P21_109","P21","55.118298","30.509107","BY","0.82"
"127","P21_110","P21","55.063936","30.703846","BY","0.41"
"128","P21_185","P21","55.010281","30.885661","BY","0.4"
"129","Llefkenshoek Tunnel","R2","51.286034","4.289260","BE","6"
"130","Kakanj_Ćatići","A1","44.114955","18.110252","BA","0.2"
"131","Ćatići_Papratnica","A1","44.086548","18.112162","BA","0.1"
"132","Papratnica_Visoko","A1","44.033093","18.125153","BA","0.72"
"133","Visoko_Podlugovi","A1","43.983715","18.231022","BA","0.51"
"134","Podlugovi_Josanica","A1","43.937908","18.284273","BA","0.61"
"135","Croatia_Medjugorje","A1","43.151707","17.611828","BA","1.2"
"136","Most Vidin_Kalafat","1","44.008948","22.946438","BG","6"
"137","Tunnel_Sveti Ilija","76","43.372993","17.002580","HR","2.63"
"138","Lucko_Zdencina","A1","45.713572","15.859356","HR","0.92"
"139","Zdencina_Jastrebarsko","A1","45.665460","15.719168","HR","0.39"
"140","Jastrebarsko_Karlovac","A1","45.566916","15.614464","HR","1.18"
"141","Karlovac_Novigrad","A1","45.510616","15.467571","HR","0.66"
"142","Novigrad_Bosiljevo","A1","45.442178","15.344286","HR","0.79"
"143","Bosiljevo_Ogulin","A1","45.336293","15.274999","HR","1.32"
"144","Ogulin_Brinje","A1","45.119726","15.245473","HR","1.71"
"145","Brinje_Zuta Lokva","A1","44.991358","15.098206","HR","0.53"
"146","Zuta Lokva_Otocac","A1","44.934890","15.172052","HR","0.79"
"147","Otocac_Perusić","A1","44.754994","15.370235","HR","1.97"
"148","Perusić_Gospić","A1","44.621763","15.437834","HR","0.66"
"149","Gospić_Gornja Ploca","A1","44.496916","15.535543","HR","1.45"
"150","Gornja Ploca_Sveti Rok","A1","44.418843","15.637673","HR","0.39"
"151","Sveti Rok_Maslenica","A1","44.253834","15.646428","HR","1.97"
"152","Maslenica_Posedarje","A1","44.219951","15.499765","HR","0.39"
"153","Posedarje_Zadar1","A1","44.205581","15.444596","HR","0.26"
"154","Zadar1_Zadar2","A1","44.149834","15.420789","HR","0.53"
"155","Zadar2_Benkovac","A1","44.066595","15.524738","HR","0.92"
"156","Benkovac_Pirovac","A1","43.949505","15.688207","HR","1.32"
"157","Pirovac_Skradin","A1","43.859697","15.830574","HR","0.66"
"158","Skradin_Sibenik","A1","43.796887","15.917252","HR","0.53"
"159","Sibenik_Vrpolje","A1","43.711689","15.990188","HR","0.92"
"160","Vrpolje_Prgomet","A1","43.662222","16.180453","HR","1.05"
"161","Prgomet_Vucevica","A1","43.599515","16.339047","HR","0.79"
"162","Vucevica_Dugopolje","A1","43.590850","16.477034","HR","0.79"
"163","Dugopolje_Bisko","A1","43.588833","16.629928","HR","0.66"
"164","Bisko_Blato na Cetini","A1","43.525863","16.734266","HR","1.05"
"165","Blato na Cetini_Sestanovac","A1","43.455289","16.873322","HR","0.39"
"166","Sestanovac_Zagvozd","A1","43.424058","16.974549","HR","0.66"
"167","Zagvozd_Ravca","A1","43.316274","17.180146","HR","1.84"
"168","Ravca_Vrgorac","A1","43.201010","17.321337","HR","0.66"
"169","Vrgorac_Karamatići","A1","43.166693","17.440426","HR","1.05"
"170","Karamatići_Carapine","A1","43.118741","17.532399","HR","0.13"
"171","Bosiljevo_Vrbovsko","A6","45.385529","15.175620","HR","1.18"
"172","Vrbovsko_Ravna Gora","A6","45.373547","15.004592","HR","0.92"
"173","Ravna_Gora Delnice","A6","45.382425","14.843606","HR","0.66"
"174","Delnice_Vrata","A6","45.348050","14.756574","HR","0.53"
"175","Vrata_Ostrovica","A6","45.322340","14.662707","HR","0.79"
"176","Ostrovica_Rijeka","A6","45.372799","14.542447","HR","1.18"
"177","Zagreb_Ivanić Grad","A3","45.756946","16.251858","HR","1.45"
"178","Ivanić Grad_Kriz","A3","45.681830","16.456927","HR","0.53"
"179","Kriz_Popovaca","A3","45.603763","16.551069","HR","0.79"
"180","Popovaca_Kutina","A3","45.501772","16.665187","HR","1.05"
"181","Kutina_Novska","A3","45.395462","16.864076","HR","1.32"
"182","Novska_Okucani","A3","45.287294","17.102465","HR","1.45"
"183","Okucani_Nova Gradiska","A3","45.229150","17.324209","HR","0.92"
"184","Nova Gradiska_Luzani","A3","45.210975","17.546403","HR","1.32"
"185","Luzani_Slavonski Brod","A3","45.158662","17.832648","HR","1.32"
"186","Slavonski Brod Zapad_Istok","A3","45.183395","18.016079","HR","0.66"
"187","Slavonski Brod_Svilaj","A3","45.159198","18.181110","HR","1.32"
"188","Svilaj_Velika Kopanica","A3","45.143278","18.356656","HR","0.39"
"189","Velika Kopanica_Babina Greda","A3","45.114772","18.494897","HR","0.79"
"190","Babina Greda_Zupanja","A3","45.110426","18.632473","HR","0.79"
"191","Zupanja_Spacva","A3","45.061377","18.803720","HR","1.05"
"192","Spacva_Lipovac","A3","45.044686","18.991333","HR","0.92"
"193","Svilaj_Dakovo","A5","45.242157","18.331874","HR","1.18"
"194","Dakovo_Cepin","A5","45.433434","18.459021","HR","1.45"
"195","Cepin_Osijek","A5","45.544668","18.529831","HR","0.53"
"196","Sveta Helena_Komin","A4","45.958848","16.282066","HR","1.32"
"197","Komin_Breznicki Hum","A4","46.062520","16.298417","HR","0.79"
"198","Breznicki Hum_Novi Marof","A4","46.129680","16.339519","HR","0.53"
"199","Novi Marof_Varazdinske Toplice","A4","46.179348","16.386232","HR","0.53"
"200","Varazdinske Toplice_Varazdin","A4","46.241083","16.408602","HR","0.39"
"201","Varazdin_Ludbreg","A4","46.281101","16.437312","HR","0.39"
"202","Ludbreg_Cakovec","A4","46.317132","16.511386","HR","0.53"
"203","Cakovec_Gorican","A4","46.402599","16.577250","HR","1.05"
"204","Zapresić_Mokrice","A2","45.931833","15.828821","HR","1.45"
"205","Mokrice_Sv Kriz","A2","46.049295","15.922226","HR","0.92"
"206","Sv Kriz_Krapina","A2","46.120011","15.891370","HR","0.39"
"207","Krapina_Durmanec","A2","46.180148","15.849313","HR","0.79"
"208","Durmanec_Trakosćan","A2","46.253907","15.854974","HR","2.76"
"209","Zagreb_Bregana","A3","45.819996","15.751798","HR","0.79"
"210","Rupa_Rijeka","A7","45.437863","14.277807","HR","1.05"
"211","Tunel Ucka_Vranja","A8","45.312726","14.204244","HR","4.34"
"212","Rogovići_Zminj","A8","45.195408","13.892788","HR","0.79"
"213","Zminj_Kanfanar","A8","45.125362","13.870064","HR","0.66"
"214","Umag_Buje","A9","45.428699","13.611787","HR","0.66"
"215","Buje_Nova Vas","A9","45.382841","13.616894","HR","0.66"
"216","Nova Vas_Visnjan","A9","45.319680","13.681825","HR","1.58"
"217","Visnjan_Baderna","A9","45.243472","13.709151","HR","0.79"
"218","Baderna_Medaki","A9","45.186568","13.731800","HR","0.66"
"219","Medaki_Kanfanar","A9","45.131965","13.769234","HR","0.79"
"220","Kanfanar_Vodnjan","A9","45.050579","13.832545","HR","1.45"
"221","Vodnjan sjever_jug","A9","44.969585","13.872370","HR","0.53"
"222","Vodnjan_Pula","A9","44.920765","13.886790","HR","0.66"
"223","Mraclin_Busevec","A11","45.643657","16.094216","HR","0.53"
"224","Busevec_Lekenik","A11","45.588707","16.170732","HR","0.66"
"225","Krcki Most","102","45.246753","14.569965","HR","4.61"
"226","Oresundsbroen","E20","55.587066","12.782576","DK","48"
"227","Storebaeltsbroen","E20","55.321739","10.936898","DK","34"
"228","1_2","A26","50.889419","1.997645","FR","1.2"
"229","2_3","A26","50.769176","2.116417","FR","2.4"
"230","3_4","A26","50.695938","2.223738","FR","0.7"
"231","4_5","A26","50.589044","2.362312","FR","1.5"
"232","5_6","A26","50.533411","2.552072","FR","1.1"
"233","6_61","A26","50.502774","2.655498","FR","0.5"
"234","61_A21","A26","50.463294","2.695935","FR","0.5"
"235","A21_7","A26","50.410601","2.734564","FR","1"
"236","7_A1","A26","50.327373","2.831054","FR","0.45"
"237","A1_8","A26","50.247561","3.022093","FR","1.55"
"238","8_A2","A26","50.175468","3.100853","FR","0.95"
"239","A2_9","A26","50.109955","3.161986","FR","0.25"
"240","9_10","A26","49.953622","3.204590","FR","1.8"
"241","10_A29","A26","49.855299","3.234571","FR","0.45"
"242","A29_11","A26","49.822667","3.256077","FR","0.25"
"243","11_12","A26","49.754982","3.376340","FR","1.4"
"244","12_13","A26","49.653992","3.572021","FR","1.2"
"245","13_14","A26","49.556456","3.819359","FR","2.1"
"246","14_15","A26","49.361475","3.952415","FR","2"
"247","15_16","A26","49.291275","3.989421","FR","0.8"
"248","16_A26","A1","50.322113","2.908496","FR","0.95"
"249","A26_15","A1","50.295891","2.885105","FR","0.35"
"250","15_14","A1","50.178220","2.874535","FR","1.4"
"251","14_131","A1","50.041068","2.879440","FR","1.1"
"252","131_13","A1","49.932304","2.852213","FR","0.7"
"253","13_A29","A1","49.863167","2.834305","FR","0.3"
"254","A29_12","A1","49.772830","2.797821","FR","1.1"
"255","12_11","A1","49.609980","2.755266","FR","1.6"
"256","11_10","A1","49.457033","2.701903","FR","1"
"257","10_9","A1","49.361867","2.703542","FR","0.7"
"258","9_8","A1","49.266396","2.690656","FR","1.4"
"259","8_7","A1","49.180393","2.604897","FR","1.8"
"260","7_6","A1","49.058584","2.550374","FR","0.8"
"261","15_14","A2","50.211388","3.232607","FR","1.2"
"262","14_A26","A2","50.155475","3.155451","FR","0.35"
"263","A26_A1","A2","50.092729","3.049067","FR","2.35"
"264","29_28","A16","50.685456","1.645741","FR","1.1"
"265","28_27","A16","50.629430","1.663737","FR","1.1"
"266","27_26","A16","50.563089","1.661688","FR","1"
"267","26_25","A16","50.460746","1.701473","FR","1"
"268","25_24","A16","50.337696","1.697228","FR","1.7"
"269","24_23","A16","50.162774","1.769656","FR","1.6"
"270","23_22","A16","50.126397","1.855527","FR","1.1"
"271","22_21","A16","50.059570","1.995603","FR","1.5"
"272","21_20","A16","50.003631","2.171742","FR","1.6"
"273","20_19","A16","49.902146","2.233770","FR","0.5"
"274","19_A29","A16","49.881354","2.220963","FR","0.2"
"275","A29_18","A16","49.870672","2.215856","FR","0.3"
"276","18_A29","A16","49.853599","2.226272","FR","0.3"
"277","A29_17","A16","49.784684","2.238319","FR","0.9"
"278","17_16","A16","49.694295","2.231329","FR","1.2"
"279","16_15","A16","49.510897","2.181730","FR","1.5"
"280","15_14","A16","49.417671","2.125574","FR","0.5"
"281","14_13","A16","49.298588","2.072543","FR","1.8"
"282","13_12","A16","49.187502","2.205326","FR","1.4"
"283","A13_1","A29","49.341416","0.232747","FR","0.55"
"284","2_3","A29","49.398592","0.261447","FR","0.5"
"285","Pont de Normandie","A29","49.435392","0.273619","FR","5.4"
"286","5_6","A29","49.514087","0.295195","FR","1.1"
"287","6_7","A29","49.569434","0.385618","FR","0.8"
"288","7_8","A29","49.617338","0.557462","FR","1.5"
"289","8_9","A29","49.652661","0.794424","FR","1.5"
"290","9_A151","A29","49.652789","0.952435","FR","1.3"
"291","A151_10","A29","49.635460","1.158225","FR","1.8"
"292","11_12","A29","49.738107","1.624638","FR","1.1"
"293","12_13","A29","49.811810","1.850731","FR","1.6"
"294","13_A16","A29","49.841271","2.093052","FR","1.3"
"295","A16_31","A29","49.855412","2.253897","FR","0.6"
"296","51_52","A29","49.856948","2.446392","FR","1.1"
"297","52_53","A29","49.856607","2.699942","FR","1.5"
"298","53_54","A29","49.835063","2.920330","FR","0.9"
"299","54_A26","A29","49.844290","3.126396","FR","1.25"
"300","Pont de Tancarville","N182","49.473042","0.464280","FR","2.6"
"301","A344_A4","A34","49.215070","4.074648","FR","0.5"
"302","14_15","A4","48.857663","2.841803","FR","2.2"
"303","17_18","A4","48.914879","2.977992","FR","1.3"
"304","18_19","A4","48.993377","3.106513","FR","1.9"
"305","19_20","A4","49.048817","3.298465","FR","1.9"
"306","20_21","A4","49.128103","3.552624","FR","2.1"
"307","21_22","A4","49.229286","3.829603","FR","2.1"
"308","22_23","A4","49.216636","3.984852","FR","0.9"
"309","23_24","A4","49.210481","4.054441","FR","0.4"
"310","24_26","A4","49.128277","4.229350","FR","2"
"311","26_27","A4","49.048037","4.302429","FR","0.2"
"312","27_28","A4","49.034731","4.379199","FR","0.7"
"313","28_29","A4","49.035085","4.575025","FR","2"
"314","29_291","A4","49.092227","4.993464","FR","1.1"
"315","291_30","A4","49.090296","5.200804","FR","0.9"
"316","30_31","A4","49.109700","5.357320","FR","0.7"
"317","31_32","A4","49.118913","5.522461","FR","1.3"
"318","32_33","A4","49.173634","5.762036","FR","1.7"
"319","33_34","A4","49.198378","5.916951","FR","1.8"
"320","34_35","A4","49.190838","6.086771","FR","1.5"
"321","Metz_38","A4","49.136242","6.372628","FR","1.3"
"322","38_39","A4","49.133303","6.577748","FR","4.4"
"323","39_40","A4","49.138584","6.762208","FR","0.7"
"324","40_411","A4","49.099885","6.867733","FR","0.9"
"325","411_42","A4","49.053395","6.973986","FR","0.6"
"326","42_43","A4","48.996185","7.065231","FR","1"
"327","43_44","A4","48.832575","7.143924","FR","1.2"
"328","44_45","A4","48.771473","7.319848","FR","0.8"
"329","45_46","A4","48.771618","7.464556","FR","3.5"
"330","46_47","A4","48.765712","7.652254","FR","1.2"
"331","Tunnel Maurice Lemaire","N159","48.268422","7.157035","FR","6"
"332","A4_17","A26","49.019437","4.291602","FR","0.9"
"333","17_18","A26","48.945437","4.289211","FR","0.7"
"334","18_19","A26","48.844293","4.287139","FR","1.3"
"335","19_20","A26","48.750449","4.230507","FR","0.3"
"336","20_21","A26","48.622992","4.182131","FR","1.8"
"337","21_22","A26","48.474745","4.164956","FR","1.1"
"338","22_23","A26","48.344566","4.165602","FR","1.1"
"339","23_A5","A26","48.262941","4.165082","FR","0.65"
"340","12_11","A31","48.624560","5.884815","FR","1.1"
"341","11_10","A31","48.439402","5.863867","FR","2.2"
"342","10_9","A31","48.249456","5.863705","FR","0.7"
"343","9_81","A31","48.188244","5.759607","FR","1.1"
"344","81_8","A31","48.076602","5.604600","FR","1.6"
"345","8_7","A31","47.956849","5.410884","FR","1.6"
"346","7_A5","A31","47.921108","5.268605","FR","0.5"
"347","A5_6","A31","47.869250","5.220427","FR","1"
"348","6_5","A31","47.698994","5.186527","FR","2.3"
"349","5_4","A31","47.460113","5.177418","FR","1.8"
"350","4_A39","A31","47.305416","5.172869","FR","0.95"
"351","A39_1","A31","47.248925","5.109874","FR","1.55"
"352","1_A6","A31","47.089741","4.937252","FR","1.1"
"353","A105_15","A5","48.587369","2.692651","FR","1"
"354","15_16","A5","48.570600","2.752726","FR","0.6"
"355","16_17","A5","48.487477","2.851094","FR","1.4"
"356","17_18","A5","48.393079","2.983872","FR","0.7"
"357","18_A19","A5","48.340739","3.197323","FR","2"
"358","A19_19","A5","48.237144","3.375934","FR","1.9"
"359","19_20","A5","48.267559","3.732826","FR","2.2"
"360","20_21","A5","48.245110","3.994031","FR","1.3"
"361","21_A26","A5","48.221579","4.154506","FR","0.35"
"362","A26_22","A5","48.185074","4.283505","FR","1.75"
"363","22_23","A5","48.147049","4.610713","FR","2.1"
"364","23_24","A5","48.064244","4.933526","FR","1.8"
"365","24_A31","A5","47.968952","5.143007","FR","1.7"
"366","3_4","A39","47.278017","5.134885","FR","0.25"
"367","4_5","A39","47.251812","5.234091","FR","1.55"
"368","5_A36","A39","47.169599","5.358441","FR","0.9"
"369","A36_6","A39","47.097218","5.403833","FR","0.6"
"370","6_7","A39","46.954700","5.537858","FR","2.25"
"371","7_71","A39","46.815855","5.536699","FR","0.75"
"372","71_8","A39","46.712311","5.487078","FR","1.2"
"373","8_9","A39","46.608496","5.365633","FR","1.1"
"374","9_10","A39","46.491677","5.313019","FR","1"
"375","10_A40","A39","46.351544","5.287236","FR","1.95"
"376","A39_D192","A391","46.848664","5.575252","FR","0.35"
"377","A31_1","A36","47.045153","5.035568","FR","2"
"378","1_A39","A36","47.066749","5.307572","FR","1.6"
"379","A39_2","A36","47.131832","5.447857","FR","0.6"
"380","2_21","A36","47.161970","5.615410","FR","1.3"
"381","21_3","A36","47.195504","5.801205","FR","1.2"
"382","3_4","A36","47.260683","5.919411","FR","0.7"
"383","4_41","A36","47.305338","6.047497","FR","1.1"
"384","41_5","A36","47.344550","6.263097","FR","1.5"
"385","5_6","A36","47.405947","6.470944","FR","1.3"
"386","6_61","A36","47.428712","6.662372","FR","3.6"
"387","14_15","A36","47.676009","6.981710","FR","2.8"
"388","13_14","A6","48.399225","2.555042","FR","1.5"
"389","14_15","A6","48.316321","2.625756","FR","0.7"
"390","15_16","A6","48.285700","2.694332","FR","0.3"
"391","16_17","A6","48.140159","2.914080","FR","3.3"
"392","17_18","A6","48.006059","3.158504","FR","1"
"393","18_19","A6","47.897735","3.380591","FR","2.3"
"394","19_20","A6","47.838035","3.616860","FR","0.9"
"395","20_21","A6","47.735680","3.735606","FR","1.9"
"396","21_22","A6","47.609333","3.909594","FR","1.4"
"397","22_23","A6","47.480427","4.183394","FR","1.9"
"398","23_A38","A6","47.357329","4.431888","FR","2.3"
"399","A38_24","A6","47.212874","4.608883","FR","2.7"
"400","24_A31","A6","47.035394","4.861215","FR","0.3"
"401","A31_241","A6","47.015369","4.867642","FR","0.3"
"402","241_25","A6","46.913368","4.819438","FR","2"
"403","25_26","A6","46.783215","4.819736","FR","0.6"
"404","26_27","A6","46.675783","4.846826","FR","1.7"
"405","27_28","A6","46.452647","4.873154","FR","2"
"406","28_29","A6","46.323811","4.804413","FR","0.8"
"407","29_30","A6","46.208223","4.783034","FR","1.6"
"408","30_311","A6","46.062334","4.737741","FR","0.7"
"409","311_312","A6","46.010608","4.729920","FR","0.4"
"410","312_32","A6","45.960158","4.720558","FR","2.4"
"411","A6_17","A77","48.194124","2.768331","FR","1"
"412","17_A19","A77","48.119505","2.708341","FR","3.1"
"413","A19_18","A77","48.030038","2.675270","FR","1.9"
"414","18_181","A77","47.931107","2.680890","FR","3.3"
"415","21_22","A77","47.519262","2.914193","FR","3.4"
"416","A10_7","A19","48.092417","2.013958","FR","4.85"
"417","7_6","A19","48.110207","2.303873","FR","2.8"
"418","6_A77","A19","48.090568","2.588498","FR","2.05"
"419","A19_A77","A19","48.061213","2.664437","FR","1.65"
"420","A77_5","A19","48.055996","2.723337","FR","1.15"
"421","5_4","A19","48.046687","2.881628","FR","2.3"
"422","3_2","A19","48.094391","3.137318","FR","1.8"
"423","2_1","A19","48.201623","3.206347","FR","1"
"424","1_A5","A19","48.254948","3.279603","FR","0.6"
"425","2_1","A406","46.271141","4.829137","FR","0.5"
"426","1_A40","A406","46.295661","4.898595","FR","1.4"
"427","A6_1","A40","46.341335","4.839350","FR","0.7"
"428","3_4","A40","46.287468","4.935889","FR","1.1"
"429","4_5","A40","46.265911","5.101349","FR","1.1"
"430","5_A39","A40","46.263039","5.213001","FR","0.65"
"431","A39_6","A40","46.242207","5.270593","FR","0.15"
"432","6_7","A40","46.192493","5.295683","FR","0.9"
"433","7_A42","A40","46.107516","5.291574","FR","1.1"
"434","A42_8","A40","46.094290","5.415285","FR","2.5"
"435","8_9","A40","46.127625","5.570442","FR","1"
"436","9_10","A40","46.163141","5.760899","FR","2.5"
"437","10_11","A40","46.094080","5.828751","FR","1.2"
"438","11_13","A40","46.087350","5.936805","FR","3.7"
"439","14_15","A40","46.162015","6.264452","FR","1.9"
"440","A410_16","A40","46.094745","6.354702","FR","1.1"
"441","16_17","A40","46.066185","6.396576","FR","1.4"
"442","17_18","A40","46.070392","6.523692","FR","2"
"443","19_20","A40","46.033617","6.612357","FR","2.1"
"444","Tunnel du Mont Blanc","N205","45.861556","6.904809","FR","43.5"
"445","A40_9","A404","46.160185","5.552053","FR","0.6"
"446","9_10","A404","46.205957","5.596481","FR","1.5"
"447","19_A41","A410","46.022823","6.210973","FR","2.05"
"448","A40_9","A42","46.053266","5.327341","FR","0.3"
"449","9_8","A42","46.018984","5.313338","FR","0.8"
"450","8_7","A42","45.926762","5.270898","FR","1.4"
"451","6_51","A42","45.847720","5.081491","FR","0.5"
"452","51_A432","A42","45.837757","5.040979","FR","0.2"
"453","A432_5","A42","45.825153","5.008935","FR","0.8"
"454","A6_A46","A466","45.913857","4.741473","FR","2.9"
"455","2_21","A46","45.904136","4.865973","FR","1.5"
"456","A46_A42","A432","45.859760","4.978776","FR","2"
"457","A42_3","A432","45.807152","5.065941","FR","2"
"458","5_A43","A432","45.680246","5.053222","FR","1"
