"id","name","road_nr","latitude","longitude","country_code","cost"
"936","Agioi Theodoroi_Elefsina","A8","37.922534","23.121050","GR","0.5"
"937","Elefsina_Agioi Theodoroi","A8","37.924078","23.119057","GR","0.5"
"938","Isthmos","A8","37.925130","23.032295","GR","1.8"
"939","Zevgolatio","A8","37.923084","22.810291","GR","2.5"
"940","Rio","A8","38.302545","21.802462","GR","2.5"
"941","Rion-Antirion Bridge","5","38.320651","21.773165","GR","13.2"
"942","Aktio-Preveza Immersed Tunnel","E952","38.947961","20.757395","GR","3"
"943","Spathovouni","A7","37.835656","22.807905","GR","2.5"
"944","Nestani","A7","37.600845","22.446618","GR","2.35"
"945","Manari Bridge","A7","37.412917","22.308006","GR","1.9"
"946","Veligosti","A7","37.345045","22.110386","GR","0.5"
"947","Paradisia","A7","37.331983","22.078495","GR","0.7"
"948","Paradisia_Spathovouni","A7","37.330931","22.081162","GR","0.7"
"949","Arfara_Spathovouni","A7","37.153763","22.026873","GR","0.75"
"950","Spathovouni_Arfara","A7","37.151864","22.025375","GR","0.75"
"951","Kalamata","A7","37.136943","22.037886","GR","1.4"
"952","Petrina","A71","37.291317","22.212914","GR","2.9"
"953","Gormanston_Monasterboice","M1","53.662893","-6.330387","IE","1.9"
"954","Clonee_Dunshaughlin","M3","53.453222","-6.481777","IE","1.4"
"955","Navan_Kells","M3","53.672239","-6.775376","IE","1.4"
"956","Kilcock_Enfield","M4","53.410404","-6.740087","IE","2.9"
"957","Galway_Ballinasloe","M6","53.282252","-8.413153","IE","1.9"
"958","Limerick Tunnel","N18","52.655070","-8.686193","IE","1.9"
"959","Portlaoise_Castletown_Cullahill","M7","53.000599","-7.393237","IE","1.9"
"960","Rathcormac_Fermoy Bypass","M8","52.027278","-8.327763","IE","1.9"
"961","Waterford City Bypass","N25","52.273951","-7.158613","IE","1.9"
"962","6_7","M50","53.375117","-6.371451","IE","3.1"
"963","Dublin Port Tunnel","M50","53.361143","-6.234060","IE","3"
"964","East Link Toll Bridge","R131","53.345856","-6.227427","IE","2.6"
"965","Ugovizza Tarvisio_Pontebba","A23","46.497749","13.397742","IT","2.3"
"966","Pontebba_Carnia","A23","46.467682","13.301287","IT","2.9"
"967","Carnia_Gemona-Osoppo","A23","46.319019","13.060492","IT","1.1"
"968","Gemona-Osoppo_Udine Nord","A23","46.166045","13.157100","IT","1.4"
"969","Udine Nord_Udine Sud","A23","46.082292","13.191383","IT","1.4"
"970","Udine Sud_A4","A23","45.982938","13.242016","IT","1.5"
"971","Barriera di Villesse_A4","A34","45.863931","13.433773","IT","0.85"
"972","Trieste Lisert_Redipuglia","A4","45.815763","13.552220","IT","1.3"
"973","Redipuglia_A34","A4","45.853422","13.450657","IT","0.45"
"974","A34_Palmanova","A4","45.872609","13.389313","IT","0.85"
"975","Palmanova_A23","A4","45.894426","13.299556","IT","0.2"
"976","A23_San Giorgio di Nogaro","A4","45.874154","13.237968","IT","0.6"
"977","San Giorgio di Nogaro_Latisana","A4","45.836160","13.121438","IT","1.5"
"978","Latisana_A28","A4","45.808203","12.951127","IT","1.35"
"979","A28_San Stino di Livenza","A4","45.750003","12.721319","IT","1.05"
"980","San Stino di Livenza_Cessalto","A4","45.720035","12.635581","IT","0.7"
"981","Cessalto_San Dona di Piave","A4","45.697184","12.585832","IT","0.8"
"982","San Dona di Piave_Meolo - Roncade","A4","45.652032","12.486424","IT","0.8"
"983","Meolo - Roncade_A57","A4","45.581790","12.358040","IT","0.85"
"984","A57_A27","A4","45.577058","12.318670","IT","0.5"
"985","A27_Preganziol","A4","45.589517","12.283980","IT","0.25"
"986","Preganziol_Martellago-Scorze","A4","45.584671","12.190546","IT","1.4"
"987","Martellago-Scorze_Spinea","A4","45.506983","12.139656","IT","1.3"
"988","Spinea_A57","A4","45.461824","12.098231","IT","0.85"
"989","A57_A13","A4","45.432054","12.005480","IT","0.55"
"990","A13_Padova Est","A4","45.420509","11.949582","IT","0.2"
"991","Padova Est_Padova Ovest","A4","45.422698","11.931388","IT","0.8"
"992","Padova Ovest_Grisignano","A4","45.467964","11.741934","IT","1.2"
"993","Grisignano_A31","A4","45.501912","11.634842","IT","0.6"
"994","A31_Vicenza Est","A4","45.509697","11.607970","IT","0.3"
"995","Vicenza Est_Vicenza Ovest","A4","45.517722","11.527461","IT","0.9"
"996","Vicenza Ovest_Montecchio","A4","45.494489","11.446665","IT","0.7"
"997","Montecchio_Montebello","A4","45.469290","11.415509","IT","0.8"
"998","Montebello_Soave","A4","45.424576","11.328595","IT","0.8"
"999","Soave_Verona Est","A4","45.419623","11.166780","IT","1.1"
"1000","Verona Est_Verona Sud","A4","45.404308","11.055198","IT","1"
"1001","Verona Sud_A22","A4","45.401805","10.938946","IT","0.45"
"1002","A22_Sommacampagna","A4","45.413901","10.879278","IT","0.45"
"1003","Sommacampagna_Peschiera","A4","45.423104","10.777190","IT","0.9"
"1004","Peschiera_Sirmione","A4","45.431340","10.655079","IT","0.7"
"1005","Sirmione_Desenzano","A4","45.442543","10.555207","IT","0.5"
"1006","Desenzano_Brescia Est","A4","45.464071","10.419763","IT","1.2"
"1007","Brescia Est_A21","A4","45.490510","10.289156","IT","0.4"
"1008","A21_Brescia Ovest","A4","45.508572","10.221146","IT","0.45"
"1009","Brescia Ovest_Ospitaletto","A4","45.557032","10.099369","IT","0.7"
"1010","Ospitaletto_Rovato","A4","45.570223","10.043823","IT","0.4"
"1011","Rovato_Palazzolo","A4","45.596007","9.961918","IT","0.6"
"1012","Palazzolo_Ponte Oglio","A4","45.620358","9.912947","IT","0.2"
"1013","Ponte Oglio_Grumello","A4","45.626670","9.884326","IT","0.3"
"1014","Grumello_Seriate","A4","45.642196","9.813590","IT","0.7"
"1015","Seriate_Bergamo","A4","45.661613","9.715086","IT","0.6"
"1016","Bergamo_Dalmine","A4","45.662289","9.653399","IT","0.5"
"1017","Dalmine_Capriate","A4","45.616000","9.561486","IT","0.6"
"1018","Capriate_Trezzo","A4","45.605142","9.529363","IT","0.4"
"1019","Trezzo_Cavenago","A4","45.585690","9.450325","IT","0.6"
"1020","Cavenago_A58","A4","45.577388","9.407110","IT","0.2"
"1021","A58_Agrate","A4","45.571252","9.370578","IT","0.2"
"1022","Agrate_A51","A4","45.568540","9.352533","IT","0.1"
"1023","A51_Monza","A4","45.563025","9.314767","IT","2.4"
"1024","Milano Ghisolfa_Rho","A4","45.511944","9.057950","IT","1.4"
"1025","Rho_Arluno","A4","45.500654","8.937934","IT","1.4"
"1026","Arluno_Marcallo-Mesero","A4","45.494342","8.888142","IT","0.9"
"1027","Marcallo-Mesero_Novara Est","A4","45.469238","8.784137","IT","3"
"1028","Novara Est_Novara Ovest","A4","45.474566","8.591527","IT","2.2"
"1029","Novara Ovest_Biandrate-Vicolungo","A4","45.469749","8.508870","IT","1.2"
"1030","Biandrate-Vicolungo_A26","A4","45.466733","8.467340","IT","0.4"
"1031","A26_Greggio","A4","45.462681","8.398268","IT","0.8"
"1032","Greggio_Balocco","A4","45.452412","8.318739","IT","1"
"1033","Balocco_Carisio","A4","45.444576","8.270331","IT","0.9"
"1034","Carisio_Santhia","A4","45.424255","8.189411","IT","1.4"
"1035","Santhia_A4/A5","A4","45.378912","8.135146","IT","0.3"
"1036","A4/A5_Borgo d'Ale","A4","45.363565","8.118426","IT","0.9"
"1037","Borgo d'Ale_Torino-Rondissone","A4","45.256275","8.001635","IT","4.4"
"1038","SP500_Settimo Torinese","A4","45.162341","7.789655","IT","1.3"
"1039","A4_Portogruaro","A28","45.798130","12.825215","IT","0.85"
"1040","Cordignano_Godega","A28","45.920306","12.476267","IT","1.5"
"1041","Godega_Conegliano Veneto","A28","45.880508","12.355873","IT","0.45"
"1042","A27_Conegliano Veneto","A28","45.879023","12.345375","IT","0.1"
"1043","Conegliano Veneto_A27","A28","45.881666","12.344736","IT","0.1"
"1044","Venezia_A4","A27","45.583339","12.293705","IT","2.15"
"1045","A4_Treviso Sud","A27","45.625938","12.303893","IT","0.45"
"1046","Treviso Sud_Treviso Nord","A27","45.673991","12.305910","IT","0.8"
"1047","Treviso Nord_A28","A27","45.790586","12.293482","IT","1.35"
"1048","Conegliano Veneto","A27","45.878999","12.338258","IT","0.05"
"1049","A28_Vittorio Veneto Sud","A27","45.923102","12.316219","IT","0.95"
"1050","Vittorio Veneto Sud_Vittorio Veneto Nord","A27","45.980008","12.280143","IT","0.7"
"1051","Vittorio Veneto Nord_Fadalto-Santa Croce","A27","46.048490","12.315696","IT","0.8"
"1052","A4_Venezia Est","A57","45.569451","12.336417","IT","2.05"
"1053","Mirano Dolo_A4","A57","45.453595","12.110194","IT","2.05"
"1054","Badia Polesine_Piacenza d'Adige","A31","45.115508","11.529017","IT","0.5"
"1055","Piacenza d'Adige_Santa Margherita","A31","45.188875","11.541003","IT","0.8"
"1056","Santa Margherita_Noventa Vicentina","A31","45.257003","11.569980","IT","0.6"
"1057","Noventa Vicentina_Agugliaro","A31","45.305316","11.579037","IT","0.6"
"1058","Agugliaro_Albettone Barbarano","A31","45.343898","11.581061","IT","0.5"
"1059","Albettone Barbarano_Montegaldella","A31","45.409107","11.632739","IT","0.7"
"1060","Montegaldella_A4","A31","45.492545","11.619756","IT","0.5"
"1061","A4_Vicenza Nord","A31","45.547106","11.621087","IT","0.6"
"1062","Vicenza Nord_Dueville","A31","45.628144","11.589566","IT","0.7"
"1063","Dueville_Thiene","A31","45.662086","11.513463","IT","0.8"
"1064","Thiene_Piovene-Rocchette","A31","45.746401","11.440086","IT","0.8"
"1065","A1_Campogalliano","A22","44.673020","10.845723","IT","0.2"
"1066","Campogalliano_Carpi","A22","44.728820","10.844093","IT","0.6"
"1067","Carpi_Reggiolo Rolo","A22","44.847179","10.851947","IT","1.1"
"1068","Reggiolo Rolo_Pegognaga","A22","44.951222","10.864095","IT","0.6"
"1069","Pegognaga_Mantova Sud","A22","45.023705","10.853759","IT","0.8"
"1070","Mantova Sud_Mantova Nord","A22","45.120161","10.867330","IT","0.7"
"1071","Mantova Nord_Nogarole Rocca","A22","45.219657","10.854273","IT","0.9"
"1072","Nogarole Rocca_A4","A22","45.359721","10.920544","IT","1.15"
"1073","A4_Verona Nord","A22","45.422672","10.911719","IT","0.35"
"1074","Verona Nord_Affi","A22","45.494823","10.788318","IT","1.1"
"1075","Affi_Ala Avio","A22","45.645275","10.882957","IT","2"
"1076","Ala Avio_Rovereto Sud","A22","45.829230","11.003207","IT","0.9"
"1077","Rovereto Sud_Rovereto Nord","A22","45.898757","11.023440","IT","0.7"
"1078","Rovereto Nord_Trento Sud","A22","45.976787","11.108219","IT","1.2"
"1079","Trento Sud_Trento Centro","A22","46.039881","11.118025","IT","0.5"
"1080","Trento Centro_Trento Nord","A22","46.083715","11.105107","IT","0.4"
"1081","Trento Nord_San Michele","A22","46.159502","11.094563","IT","0.9"
"1082","San Michele_Egna Ora","A22","46.271576","11.232980","IT","1.6"
"1083","Egna Ora_Bolzano Sud","A22","46.447812","11.310657","IT","1.4"
"1084","Bolzano Sud_Bolzano Nord","A22","46.491039","11.355866","IT","0.7"
"1085","Bolzano Nord_Chiusa","A22","46.611440","11.537368","IT","1.9"
"1086","Chiusa_Bressanone Zona Industriale","A22","46.662864","11.610787","IT","0.6"
"1087","Bressanone Zona Industriale_Bressanone","A22","46.757884","11.635158","IT","0.7"
"1088","Bressanone_Vipiteno","A22","46.877643","11.456746","IT","1.7"
"1089","Vipiteno_Brennero","A22","46.926759","11.445453","IT","1.2"
"1090","A50_Lainate","A8","45.551123","9.054810","IT","3.8"
"1091","Lainate_A9","A8","45.568934","9.021357","IT","0.8"
"1092","A9_Gallarate","A8","45.614242","8.918652","IT","0.8"
"1093","Gallarate Ovest_Besnate","A8/A26","45.691055","8.767226","IT","1.1"
"1094","Besnate_Sesto Calende-Vergiate","A8/A26","45.699452","8.743631","IT","0.7"
"1095","Sesto Calende-Vergiate_Castelletto Ticino","A8/A26","45.698163","8.626472","IT","0.8"
"1096","Castelletto Ticino_A26","A8/A26","45.704292","8.578611","IT","0.65"
"1097","Como Grandate","A9","45.777032","9.050056","IT","2.2"
"1098","A10_Masone","A26","44.450372","8.727667","IT","1.15"
"1099","Masone_Ovada","A26","44.612789","8.657994","IT","1.4"
"1100","Ovada_A26/A7","A26","44.722432","8.667210","IT","1.35"
"1101","A26/A7_Alessandria Sud","A26","44.807299","8.600670","IT","1.45"
"1102","Alessandria Sud_A21","A26","44.909664","8.574299","IT","0.8"
"1103","A21_Casale Monferrato Sud","A26","44.954826","8.560036","IT","1.7"
"1104","Casale Monferrato Sud_Nord","A26","45.148371","8.484108","IT","0.4"
"1105","Casale Monferrato Nord_A26/A4","A26","45.216909","8.481197","IT","0.7"
"1106","A26/A4_Vercelli Est","A26","45.302446","8.470732","IT","1.1"
"1107","Vercelli Est_A4","A26","45.409728","8.473897","IT","0.9"
"1108","A4_Romagnano Sesia - Ghemme","A26","45.513758","8.432419","IT","1.2"
"1109","Romagnano Sesia_Borgomanero","A26","45.628207","8.447412","IT","0.7"
"1110","Borgomanero_A8/A26","A26","45.679757","8.540090","IT","0.65"
"1111","A8/A26_Arona","A26","45.723132","8.522283","IT","0.35"
"1112","Lago Maggiore","A26","45.740167","8.503417","IT","2.8"
"1113","A26_Vercelli Ovest","A26/A4","45.261043","8.432414","IT","0.6"
"1114","Vercelli Ovest_A4","A26/A4","45.306690","8.298100","IT","1.7"
"1115","A4_Albiano","A4/A5","45.389677","8.039331","IT","1.3"
"1116","Albiano_A5","A4/A5","45.419770","7.907087","IT","0.65"
"1117","Torino Nord","A5","45.145569","7.735361","IT","1.3"
"1118","Torino Nord_Volpiano","A5","45.192438","7.790091","IT","0.9"
"1119","Volpiano_San Giorgio","A5","45.307127","7.818243","IT","1.1"
"1120","San Giorgio_Scarmagno","A5","45.358640","7.834100","IT","0.7"
"1121","Scarmagno_A4/A5","A5","45.416410","7.847178","IT","0.35"
"1122","A4/A5_Ivrea","A5","45.440660","7.848446","IT","0.35"
"1123","Ivrea_Quincinetto","A5","45.471128","7.843795","IT","1.2"
"1124","Quincinetto_Pont Saint Martin","A5","45.585051","7.798519","IT","1.4"
"1125","Pont Saint Martin_Verres","A5","45.631652","7.727204","IT","3"
"1126","Verres_Chatillon-Saint Vincent","A5","45.740914","7.641985","IT","2.7"
"1127","Chatillon-Saint Vincent_Nus","A5","45.742988","7.508604","IT","2.6"
"1128","Nus_Aosta Est","A5","45.737267","7.412742","IT","2.8"
"1129","Aosta Est_Aosta Ovest","A5","45.735103","7.344664","IT","7.3"
"1130","Saint-Pierre","A5","45.710211","7.246454","IT","8.1"
"1131","Tunnel du Grand-Saint-Bernard","T2","45.858811","7.167759","IT","25.1"
"1132","Falchera","A55","45.134767","7.716358","IT","1.5"
"1133","Vado_Torino","A55","44.968677","7.727292","IT","1.9"
"1134","Torino_Vado","A55","44.966679","7.724996","IT","1.9"
"1135","Trofarello","A55","44.960750","7.768324","IT","1.9"
"1136","Beinasco","A55","45.017430","7.592087","IT","1.6"
"1137","Bruere","A32","45.083117","7.537945","IT","1.4"
"1138","Avigliana_Borgone","A32","45.111473","7.298310","IT","4.7"
"1139","Salbertrand","A32","45.062504","6.871893","IT","6.5"
"1140","Villanova","A21","44.953429","7.919669","IT","1.2"
"1141","Villanova_Asti Ovest","A21","44.936875","7.990320","IT","2"
"1142","Asti Ovest_Asti Est","A21","44.915785","8.188912","IT","0.8"
"1143","Asti Est_Felizzano","A21","44.907359","8.335952","IT","1.6"
"1144","Felizzano_A26","A21","44.927223","8.511828","IT","1.3"
"1145","A26_Alessandria Ovest","A21","44.937126","8.576270","IT","0.1"
"1146","Alessandria Ovest_Alessandria Est","A21","44.930705","8.662023","IT","1"
"1147","Alessandria Est_A7","A21","44.916405","8.788162","IT","1.05"
"1148","A7_Voghera","A21","44.949663","8.904146","IT","1.25"
"1149","Voghera_Casteggio","A21","45.022958","9.046135","IT","1.3"
"1150","Casteggio_Broni Stradella","A21","45.050598","9.176891","IT","1.2"
"1151","Broni Stradella_Castel San Giovanni","A21","45.084841","9.367442","IT","1.3"
"1152","Castel San Giovanni_Piacenza","A21","45.067167","9.520368","IT","1.5"
"1153","Piacenza_A1","A21","45.055259","9.719679","IT","0.8"
"1154","A1_Caorso","A21","45.050043","9.774862","IT","0.8"
"1155","Caorso_Castelvetro","A21","45.058430","9.921761","IT","0.7"
"1156","Fiorenzuola_Castelvetro","A21","45.030660","9.928201","IT","1.5"
"1157","Castelvetro_Cremona","A21","45.100920","10.024116","IT","0.7"
"1158","Cremona_Pontevico","A21","45.196863","10.099093","IT","1.1"
"1159","Pontevico_Manerbio","A21","45.317453","10.145787","IT","0.8"
"1160","Manerbio_Brescia Sud","A21","45.394500","10.184650","IT","1.5"
"1161","Brescia Sud_Brescia Centro","A21","45.478732","10.223377","IT","1.1"
"1162","Brescia Ovest_Brescia Centro","A21","45.503747","10.235559","IT","0.15"
"1163","Brescia Centro_Brescia Ovest","A21","45.506779","10.235646","IT","0.15"
"1164","Brescia Centro_Brescia Est","A21","45.502876","10.246895","IT","0.15"
"1165","A26_Novi Ligure","A26/A7","44.776690","8.685996","IT","0.75"
"1166","Novi Ligure_A7","A26/A7","44.804916","8.757346","IT","0.9"
"1167","Genova Ovest_A10","A7","44.419004","8.901498","IT","0.15"
"1168","A10_A12","A7","44.427085","8.897725","IT","0.25"
"1169","A12_Genova Bolzaneto","A7","44.455803","8.903804","IT","0.3"
"1170","Genova Bolzaneto_Busalla","A7","44.524823","8.937385","IT","1.3"
"1171","Busalla_Ronco Scrivia","A7","44.596901","8.954619","IT","0.5"
"1172","Ronco Scrivia_Isola del Cantone","A7","44.625866","8.948474","IT","0.6"
"1173","Isola del Cantone_Vignole Borbera","A7","44.678155","8.904632","IT","1.1"
"1174","Vignole Borbera_Serravalle Scrivia","A7","44.712368","8.866823","IT","0.4"
"1175","Serravalle Scrivia_A26/A7","A7","44.784660","8.835131","IT","0.8"
"1176","A26/A7_Tortona","A7","44.859719","8.829895","IT","0.5"
"1177","Tortona_A21","A7","44.911911","8.843979","IT","0.15"
"1178","A21_Castelnuovo Scrivia","A7","44.951874","8.866542","IT","0.45"
"1179","Castelnuovo Scrivia_Casei Gerola","A7","44.986905","8.904182","IT","0.3"
"1180","Casei Gerola_Gropello Cairoli","A7","45.082088","8.972457","IT","1.2"
"1181","Gropello Cairoli_A53","A7","45.192751","9.015112","IT","0.5"
"1182","A53_Binasco","A7","45.309495","9.075432","IT","0.7"
"1183","Binasco_Milano Ovest","A7","45.360542","9.116758","IT","1.3"
"1184","A7_Bereguardo","A53","45.246971","9.050578","IT","0.5"
"1185","Sesto San Giovanni","A52","45.551813","9.263212","IT","1.9"
"1186","Bivio Tangenziale Est","A51","45.555799","9.329982","IT","1.7"
"1187","A1_Vizzolo Predabissi","A58","45.345936","9.337005","IT","0.6"
"1188","Vizzolo Predabissi_Paullo","A58","45.370670","9.371643","IT","2"
"1189","Paullo_Liscate","A58","45.447378","9.427965","IT","2.1"
"1190","Liscate_A35","A58","45.490229","9.440636","IT","1.85"
"1191","A35_Pozzuolo Martesana","A58","45.510879","9.440740","IT","0.45"
"1192","Pozzuolo Martesana_Gessate","A58","45.527467","9.439493","IT","1.1"
"1193","Gessate_Pessano Con Bornago","A58","45.558200","9.403874","IT","0.9"
"1194","Pessano Con Bornago_A4","A58","45.567442","9.388412","IT","0.6"
"1195","A58_Treviglio","A35","45.507387","9.508503","IT","1.55"
"1196","Treviglio_Caravaggio","A35","45.503897","9.605686","IT","1.1"
"1197","Caravaggio_Bariano","A35","45.511111","9.658532","IT","0.9"
"1198","Bariano_Romano di Lombardia","A35","45.496795","9.720086","IT","0.8"
"1199","Romano di Lombardia_Calcio","A35","45.488044","9.761786","IT","1.2"
"1200","Calcio_Chiari Ovest","A35","45.498500","9.863141","IT","1.3"
"1201","Chiari Ovest_Chiari Est","A35","45.519172","9.937225","IT","1.8"
"1202","A4_Padova Industriale","A13","45.405799","11.963513","IT","0.3"
"1203","Padova Industriale_Terme Euganee","A13","45.339135","11.858011","IT","1.3"
"1204","Padova Sud_Terme Euganee","A13","45.345839","11.849177","IT","0.8"
"1205","Terme Euganee_Monselice","A13","45.271446","11.784305","IT","0.5"
"1206","Monselice_Boara","A13","45.170153","11.776056","IT","1.1"
"1207","Boara_Rovigo","A13","45.104644","11.756148","IT","0.4"
"1208","Rovigo_Rovigo Sud - Villamarzana","A13","45.055236","11.720776","IT","0.6"
"1209","Rovigo Sud - Villamarzana_Occhiobello","A13","44.972146","11.652200","IT","1.1"
"1210","Occhiobello_Ferrara Nord","A13","44.887879","11.570126","IT","0.6"
"1211","Ferrara Nord_Ferrara Sud","A13","44.827228","11.558923","IT","1.1"
"1212","Ferrara Sud_Altedo","A13","44.748472","11.528142","IT","1.4"
"1213","Altedo_Bologna Interporto","A13","44.631409","11.428124","IT","1"
"1214","Bologna Interporto_Bologna Arcoveggio","A13","44.566316","11.383649","IT","0.6"
"1215","Bologna Arcoveggio_A14","A13","44.528946","11.359219","IT","0.05"
"1216","Barriera Torino","A6","44.889322","7.745956","IT","2.7"
"1217","Carmagnola_Marene","A6","44.746945","7.750860","IT","2.5"
"1218","Marene_Fossano","A6","44.577299","7.772122","IT","2.5"
"1219","Fossano_A33","A6","44.510300","7.804219","IT","1.1"
"1220","A33_Carru`","A6","44.476676","7.826211","IT","0.3"
"1221","Carru`_Mondovi`","A6","44.453643","7.838637","IT","0.5"
"1222","Mondovi`_Niella Tanaro","A6","44.413760","7.904381","IT","0.8"
"1223","Niella Tanaro_Ceva","A6","44.391491","7.996059","IT","1"
"1224","Ceva_Millesimo","A6","44.359333","8.164632","IT","1.4"
"1225","Millesimo_Altare","A6","44.356466","8.220870","IT","1.1"
"1226","Altare_A10","A6","44.297880","8.427425","IT","1.3"
"1227","Castelletto Stura","A33","44.445775","7.635541","IT","1.8"
"1228","S. Albano_A6","A33","44.469363","7.756425","IT","1.5"
"1229","Bra-Marene_Cherasco","A33","44.657386","7.834228","IT","0.7"
"1230","Govone","A33","44.764752","8.097398","IT","2.5"
"1231","Barriera Ventimiglia","A10","43.795614","7.559009","IT","1.9"
"1232","Ventimiglia","A10","43.801056","7.591640","IT","0.6"
"1233","Ventimiglia_Bordighera","A10","43.800963","7.634105","IT","0.9"
"1234","Bordighera_Sanremo Ovest","A10","43.802775","7.696558","IT","1.2"
"1235","Sanremo Ovest_Arma di Taggia","A10","43.843522","7.817050","IT","2.6"
"1236","Arma di Taggia_Imperia Ovest","A10","43.849991","7.919017","IT","3.2"
"1237","Imperia Ovest_Imperia Est","A10","43.898795","8.027253","IT","1.3"
"1238","Imperia Est_San Bartolomeo","A10","43.904686","8.061789","IT","1.3"
"1239","San Bartolomeo_Andora","A10","43.936139","8.106518","IT","1.2"
"1240","Andora_Albenga","A10","44.002206","8.131194","IT","2.3"
"1241","Albenga_Borghetto Santo Spirito","A10","44.083118","8.198896","IT","1.8"
"1242","Borghetto Santo Spirito_Pietra Ligure","A10","44.146450","8.251221","IT","0.9"
"1243","Pietra Ligure_Finale Ligure","A10","44.177159","8.295531","IT","0.7"
"1244","Finale Ligure_Orco Feglino","A10","44.196650","8.305152","IT","0.4"
"1245","Orco Feglino_Spotorno","A10","44.224650","8.355127","IT","1.1"
"1246","Spotorno_Savona-Vado","A10","44.267405","8.416399","IT","1.2"
"1247","Savona-Vado_A6","A10","44.288579","8.441115","IT","0.1"
"1248","A6_Albisola","A10","44.321045","8.482190","IT","0.7"
"1249","Albisola_Celle Ligure","A10","44.335842","8.516737","IT","0.6"
"1250","Celle Ligure_Varazze","A10","44.352978","8.559846","IT","0.6"
"1251","Varazze_Arenzano","A10","44.373887","8.620850","IT","0.7"
"1252","Arenzano_A26","A10","44.418212","8.711219","IT","0.65"
"1253","A26_Genova Voltri","A10","44.430169","8.758083","IT","0.25"
"1254","Genova Voltri_Genova Pegli","A10","44.430161","8.776290","IT","0.5"
"1255","Genova Pegli_Genova Aeroporto","A10","44.429648","8.855973","IT","0.4"
"1256","Genova Aeroporto_A7","A10","44.427637","8.881025","IT","0.25"
"1257","A7_Genova Est","A12","44.444877","8.923447","IT","0.7"
"1258","Genova Est_Genova Nervi","A12","44.415663","8.986598","IT","0.8"
"1259","Genova Nervi_Recco","A12","44.389223","9.078395","IT","1.3"
"1260","Recco_Rapallo","A12","44.366049","9.174300","IT","0.8"
"1261","Rapallo_Chiavari","A12","44.340946","9.279940","IT","1"
"1262","Chiavari_Lavagna","A12","44.325462","9.328560","IT","0.3"
"1263","Lavagna_Sestri Levante","A12","44.306997","9.366722","IT","0.8"
"1264","Sestri Levante_Deiva Marina","A12","44.270593","9.463870","IT","2.4"
"1265","Deiva Marina_Carrodano","A12","44.230824","9.606030","IT","2.2"
"1266","Carrodano_Brugnato","A12","44.240978","9.684619","IT","1.1"
"1267","Brugnato_A15","A12","44.204634","9.799257","IT","2.8"
"1268","A15_Sarzana","A12","44.129061","9.927427","IT","0.8"
"1269","Sarzana_Carrara","A12","44.063927","10.002898","IT","1.1"
"1270","Carrara_Massa","A12","44.036252","10.067840","IT","0.8"
"1271","Massa_Versilia","A12","43.993995","10.149249","IT","1.4"
"1272","Versilia_Viareggio","A12","43.912612","10.238175","IT","1.5"
"1273","Viareggio_A11","A12","43.811485","10.313781","IT","1.7"
"1274","A11_Pisa Centro","A12","43.740028","10.353421","IT","1.5"
"1275","Pisa Centro_Barriera di Livorno","A12","43.665056","10.363461","IT","1.25"
"1276","Barriera di Livorno","A12","43.608979","10.356755","IT","0.55"
"1277","Barriera di Livorno_Collesalvetti","A12","43.621337","10.423070","IT","1.25"
"1278","Collesalvetti_Rosignano Maritimo","A12","43.490263","10.481572","IT","4.3"
"1279","Rosignano Maritimo_Rosignano Sud","SS1","43.352042","10.514559","IT","0.4"
"1280","A1_Parma Ovest","A15","44.842061","10.219344","IT","0.9"
"1281","Parma Ovest_Fornovo","A15","44.733700","10.144285","IT","2.4"
"1282","Fornovo_Borgotaro","A15","44.617667","9.994751","IT","2.7"
"1283","Borgotaro_Berceto","A15","44.520229","9.957358","IT","1.4"
"1284","Berceto_Pontremoli","A15","44.449809","9.931319","IT","3"
"1285","Pontremoli_Aulla","A15","44.318176","9.923526","IT","2.3"
"1286","Aulla_A12","A15","44.190058","9.936155","IT","1.25"
"1287","A12_La Spezia","A15","44.147063","9.901883","IT","1.45"
"1288","Viareggio_Massarosa","A11/A12","43.888751","10.290588","IT","1.3"
"1289","Massarosa_Lucca Ovest","A11/A12","43.853165","10.422070","IT","2.4"
"1290","Lucca Ovest_A11","A11/A12","43.835476","10.473407","IT","0.55"
"1291","Pisa Nord","A11","43.779938","10.336689","IT","0.2"
"1292","A12_Pisa Nord","A11","43.780238","10.339425","IT","0.2"
"1293","Pisa Nord_A11/A12","A11","43.803420","10.368621","IT","1.05"
"1294","A11/A12_Lucca","A11","43.831800","10.482776","IT","0.15"
"1295","Lucca_Capannori","A11","43.826545","10.562363","IT","0.7"
"1296","Capannori_Altopascio","A11","43.818069","10.636328","IT","0.6"
"1297","Altopascio_Chiesina Uzzanese","A11","43.828847","10.697658","IT","0.3"
"1298","Chiesina Uzzanese_Montecatini Terme","A11","43.852960","10.735499","IT","0.6"
"1299","Montecatini Terme_Pistoia","A11","43.900443","10.827958","IT","0.9"
"1300","Pistoia_Prato Ovest","A11","43.901185","10.974718","IT","0.9"
"1301","Prato Ovest_Prato Est","A11","43.858079","11.071535","IT","0.7"
"1302","Prato Est_A1","A11","43.835679","11.147205","IT","0.4"
"1303","Firenze Nord","A11","43.822323","11.167855","IT","0.3"
"1304","Milano Sud_A58","A1","45.344795","9.315209","IT","1.4"
"1305","A58_Lodi","A1","45.310882","9.392242","IT","0.9"
